participant,start_landmark,target_landmark,point_order,participant_response,actual_direction,correct_absolute_error,within_between
2011,Batty House,Lynch Station,2.0,-43.24788,-47.32798389151449,4.08010389151449,within_a
2011,Batty House,Harris Hall,7.0,19.452679999999997,37.52863730402907,18.07595730402907,within_a
2011,Batty House,Harvey House,6.0,65.77452,93.19423765817854,27.41971765817854,within_a
2011,Batty House,Golledge Hall,0.0,-146.1136,51.76768153806614,162.11871846193387,between
2011,Batty House,Snow Church,1.0,49.10378,48.19947553081968,0.9043044691803175,between
2011,Batty House,Sauer Center,5.0,34.60197,30.331695097476896,4.270274902523106,between
2011,Batty House,Tobler Museum,3.0,13.50385,37.30802198129223,23.804171981292228,between
2011,Lynch Station,Batty House,13.0,131.6819,130.6542463331721,1.0276536668279164,within_a
2011,Lynch Station,Harris Hall,14.0,20.5361,7.02170467090796,13.514395329092041,within_a
2011,Lynch Station,Harvey House,8.0,25.05323,48.195938013595914,23.142708013595914,within_a
2011,Lynch Station,Golledge Hall,15.0,56.06944,-3.323863738061074,59.39330373806107,between
2011,Lynch Station,Snow Church,12.0,-15.99519,-8.968174613078338,7.027015386921661,between
2011,Lynch Station,Sauer Center,9.0,-7.748003,-29.209033423777672,21.46103042377767,between
2011,Lynch Station,Tobler Museum,11.0,7.543271000000001,-17.950764420634226,25.494035420634226,between
2011,Harris Hall,Batty House,18.0,99.814,83.35216568459656,16.461834315403436,within_a
2011,Harris Hall,Lynch Station,20.0,119.8544,114.56279427841682,5.291605721583181,within_a
2011,Harris Hall,Harvey House,16.0,-12.25099,-2.146796903629346,10.104193096370654,within_a
2011,Harris Hall,Golledge Hall,17.0,-58.27628000000001,-77.71082192465416,19.434541924654148,between
2011,Harris Hall,Snow Church,21.0,-92.81811,-84.72811220292517,8.08999779707483,between
2011,Harris Hall,Sauer Center,23.0,-0.40445180000000003,-110.65743363432559,110.25298183432558,between
2011,Harris Hall,Tobler Museum,22.0,-19.308729999999997,-99.95984558186653,80.65111558186653,between
2011,Harvey House,Batty House,25.0,-17.41411,-46.54689912218602,29.13278912218602,within_a
2011,Harvey House,Lynch Station,31.0,-67.36225,-32.282464292919606,35.0797857070804,within_a
2011,Harvey House,Harris Hall,28.0,39.304809999999996,-4.196894849005793,43.50170484900579,within_a
2011,Harvey House,Golledge Hall,27.0,70.81052,64.95302540271734,5.857494597282653,between
2011,Harvey House,Snow Church,29.0,29.26698,66.19140237525872,36.924422375258715,between
2011,Harvey House,Sauer Center,24.0,26.556070000000002,46.29205396301872,19.73598396301872,between
2011,Harvey House,Tobler Museum,26.0,11.16535,42.14615862727205,30.98080862727205,between
2011,Golledge Hall,Batty House,35.0,62.7584,173.56946174631767,110.81106174631768,between
2011,Golledge Hall,Lynch Station,37.0,33.579029999999996,-173.9683139144782,152.45265608552182,between
2011,Golledge Hall,Harris Hall,39.0,102.6908,176.2022806137976,73.5114806137976,between
2011,Golledge Hall,Harvey House,36.0,23.86733,139.93093678256204,116.06360678256205,between
2011,Golledge Hall,Snow Church,34.0,0.1398823,1.2041344013640871,1.064252101364087,within_b
2011,Golledge Hall,Sauer Center,33.0,-76.48096,-76.21088344473237,0.27007655526762164,within_b
2011,Golledge Hall,Tobler Museum,38.0,-130.3904,-147.02844706156867,16.63804706156867,within_b
2011,Snow Church,Batty House,46.0,-168.7612,-90.6470094165935,78.1141905834065,between
2011,Snow Church,Lynch Station,44.0,165.5284,-79.44851915391442,115.02308084608558,between
2011,Snow Church,Harris Hall,42.0,-159.5682,-88.09346154480704,71.47473845519295,between
